scrapping_date,hotel_name,hotel_address,review_score,review_rating_category,customer_review_count,room_type_block,num_of_days_stayed,date_of_stay,traveller_type,review_score_badge,review_text_positive,review_text_negative,review_date
2022-12-10 07:10:15.354283,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
4 nights · 

September 2022

","
September 2022
","
Couple
", 8.0 ,Fun ode to the music industry. Lots of memorabilia and LPs to play in your room. Great breakfast selections. Location is perfect for ball games and concerts.  Quiet in the room in spite of rock n’ roll vibe.,It is the same all around Boston for accommodation—pricey!,"
September 2022
"
2022-12-10 07:10:15.378253,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

September 2022

","
September 2022
","
Couple
", 10 ,The Atmosphere.  The staff. The pool. The breakfast.,n/a,"
September 2022
"
2022-12-10 07:10:15.391587,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Group
", 10 ,"clean, the vibe was comforting colourful,",N/A,"
October 2022
"
2022-12-10 07:10:15.405704,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
2 nights · 

September 2022

","
September 2022
","
Couple
", 8.0 ,"Very helpful staff throughout our stay.  We were grateful for the Hojoko Japanese pub on site, and the Breakfast staff were delightful.  We had business at the Museum of Fine Arts and could walk to it, although for our first appointment there the person at the desk called a cab for us as we had just flown from SFO on the red-eye and wren't up to the walk and didn't want to negotiate Boston in our rental car. We enjoyed the turntable, typewriter (my husband is a writer and actually still uses one!) and rotary  phone.  A jazz drummer, my husband was entertained by the drum stool at the vanity.","VERY COLD in the hallway outside our room, and guests arriving late at night were quite noisy. In fairness, our room was quite near the lobby, for which we were grateful.","
September 2022
"
2022-12-10 07:10:15.418196,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Group
", 10 ,"Fun, funky vibe. (e.g. record players in each room, collection of records to borrow) Fantastic staff - friendly and knowledgeable. Wonderful location. Lived the breakfast choices.","Liked the property. $470 for one night was ridiculous, but you pay for location.","
October 2022
"
2022-12-10 07:10:15.430340,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

October 2022

","
October 2022
","
Group
", 10 ,The “vibe” of the entire hotel was right on. The decorations and room setup was very well thought out. Breakfast smoothies.. omg. Breakfast was great. They even had almond milk. For those who don’t like milk or just can’t that was bong on the cake. The staff was super excited for us to be there. I felt welcomed as soon as I came in.,No elevator.,"
October 2022
"
2022-12-10 07:10:17.554996,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
1 night · 

October 2022

","
October 2022
","
Group
", 10 ,I love the aesthetic and the location.,would love a better parking option as it was quite pricey and there were no spots left when we checked in. we then had to make quite a walk to find additional parking and drag our luggage along.,"
October 2022
"
2022-12-10 07:10:17.568539,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

September 2022

","
September 2022
","
Group
", 10 ,"I loved the record player, the sushi restaurant was amazing. I didn't get a chance to go into the pool, but it's heated year-round which is great. Everything was fantastic!",n/a,"
September 2022
"
2022-12-10 07:10:17.581005,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
3 nights · 

September 2022

","
September 2022
","
Solo traveler
", 10 ,"Happiest place on earth! Loved the LPs and turntables, listening to the ball games next door, and the zebra print bathrobes. Best of all was the staff. Housekeeping, breakfast staff, valet staff and front desk were all helpful, friendly and fun! Every single person seemed happy to work there.","I didn’t love that the housekeepers and others had to ask for customer reviews with their name mentioned. I assume it’s some kind of bonus system if guests mention specific staff. But they all worked hard and were lovey and kind people, and I felt bad they were asked to hustle for reviews like that. I’m happy to do it-but just didn’t seem in the great vibe of the place.","
September 2022
"
2022-12-10 07:10:17.596629,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard King Room
","
1 night · 

September 2022

","
September 2022
","
Couple
", 10 ,Staff so incredibly helpful and nice.,Rooms are a bit small.,"
September 2022
"
2022-12-10 07:10:17.596629,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
King Room with Ballpark View
","
3 nights · 

September 2022

","
September 2022
","
Solo traveler
", 10 ,Great hotel with really helpful staff and a good atmosphere. Perfect for music lovers,N/A,"
September 2022
"
2022-12-10 07:10:17.612367,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
5 nights · 

August 2022

","
August 2022
","
Family
", 8.0 ,location location location,can’t come up with anything,"
August 2022
"
2022-12-10 07:10:17.637143,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard King Room
","
2 nights · 

September 2022

","
September 2022
","
Solo traveler
", 9.0 ,"The staff here are exceptionally friendly, welcoming and helpful. They really make the hotel stand out. The bed was the most comfortable I slept in while in the US, by a long way, and the general vibe in the hotel is great.",N/A,"
September 2022
"
2022-12-10 07:10:17.650531,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

September 2022

","
September 2022
","
Family
", 9.0 ,"Staff was very friendly, loved the style and the vibe",N/A,"
September 2022
"
2022-12-10 07:10:17.659896,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
1 night · 

September 2022

","
September 2022
","
Family
", 8.0 ,cool place. nice vibe. we liked the live music during breakfast and the vinyl records library.,the added fee on the parking . it was not mentioned when we booked it.,"
September 2022
"
2022-12-10 07:10:17.676528,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

September 2022

","
September 2022
","
Family
", 10 ,The service provided by staff at check in time,N/A,"
September 2022
"
2022-12-10 07:10:19.824001,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

September 2022

","
September 2022
","
Solo traveler
", 9.0 ,"I had  to check out at 5 am for a knee  replacement operations I couldn't eat  but the staff put together a nice breakfast bag for my wife,",A lot of scratchy vinyl,"
September 2022
"
2022-12-10 07:10:19.868345,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard King Room
","
4 nights · 

September 2022

","
September 2022
","
Couple
", 10 ,Breakfast could have been better but the staff was great.,Not enough choices.,"
September 2022
"
2022-12-10 07:10:19.880421,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
2 nights · 

September 2022

","
September 2022
","
Group
", 10 ,Very different and very cool. Staff were helpful. Breakfast was great.,"Actually, there wasn’t anything that I didn’t like!","
September 2022
"
2022-12-10 07:10:19.893422,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard King Room
","
2 nights · 

August 2022

","
August 2022
","
Family
", 10 ,"Amazing staff. You accommodated me and helped surprise my son with a birthday message on your billboard as well as a special message at the hotel. We listed to records on our rooms record player and went to a Red Sox game. Your staff was the friendly, knowledgeable and went above and beyond to make this trip special for me. Thank you Verb Hotel and staff for everything .",Nothing,"
August 2022
"
2022-12-10 07:10:19.905576,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

September 2022

","
September 2022
","
Group
", 10 ,"The customer service was excellent. Very friendly, helpful and accommodating. Everything we wanted for a city break.",N/A,"
September 2022
"
2022-12-10 07:10:19.912820,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
2 nights · 

September 2022

","
September 2022
","
Solo traveler
", 9.0 ,clean and hip !,the price !,"
September 2022
"
2022-12-10 07:10:19.928504,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

August 2022

","
August 2022
","
Solo traveler
", 10 ,There is a record player with a good speaker in the rooms. Beds very comfortable. Great design with music theme. Breakfast was great and the pool area is wonderful. We were 3 people sharing a room and we were very comfortable.,Nothing. We were very happy with our stay.,"
August 2022
"
2022-12-10 07:10:19.944340,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Queen Room with Two Queen Beds and Ballpark View
","
2 nights · 

September 2022

","
September 2022
","
Family
", 10 ,The staff was excellent and very friendly. The room was very clean and comfortable. The location was great for going to Fenway.,Can't think of anything,"
September 2022
"
2022-12-10 07:10:19.947617,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
King Room with Ballpark View
","
1 night · 

September 2022

","
September 2022
","
Couple
", 9.0 ,"AMAZING LOCATION!!! overlooking Fenway park!
Staff were spectacular and very knowledgeable about the area for out of towners.",N/A,"
September 2022
"
2022-12-10 07:10:19.970073,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
1 night · 

September 2022

","
September 2022
","
Family
", 8.0 ,"location, atmosphere",outdoor rec area not accessible to building guests,"
September 2022
"
2022-12-10 07:10:22.085602,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Queen Room with Two Queen Beds and Pool View
","
1 night · 

August 2022

","
August 2022
","
Family
", 8.0 ,The vibe and the staff,"Parking, and the door to the room could pose an issue if there was ever a fire, it was difficult to open.","
August 2022
"
2022-12-10 07:10:22.103035,The Verb Hotel,"
1271 Boylston Street, Fenway Kenmore, Boston, MA 02215, United States of America
",9.1,Wonderful ,768 reviews,"
Standard Queen Room with Two Queen Beds
","
2 nights · 

September 2022

","
September 2022
","
Family
", 10 ,Convenient walk to Fenway park. Fun environment. Daughters enjoyed record player in room.,Nothing.,"
September 2022
"
